,region,gravity,type,2016,2017,2018,2019,2020,2021
2325,Владимирская область,тяжких,организованной группой,1.789,1.151,1.161,0.073,0.663,0.224
2326,Воронежская область,тяжких,организованной группой,1.071,0.899,1.671,1.461,2.495,0.867
2327,Ивановская область,тяжких,организованной группой,2.428,2.248,0.099,0.398,7.12,1.013
2328,Калужская область,тяжких,организованной группой,3.07,2.168,2.865,12.285,4.089,1.798
2329,Костромская область,тяжких,организованной группой,1.075,0.154,1.865,1.098,0.316,3.023
2330,Курская область,тяжких,организованной группой,1.786,1.247,1.255,0.181,2.808,0.365
2331,город Москва,тяжких,организованной группой,19.643,19.999,28.025,33.507,34.737,35.614
2332,Московская область,тяжких,организованной группой,1.817,2.546,3.025,4.092,4.785,4.969
2333,Липецкая область,тяжких,организованной группой,1.297,2.854,1.13,0.612,0.702,2.748
2334,Орловская область,тяжких,организованной группой,0.395,2.517,0.134,0.541,1.091,1.932
