,region,gravity,type,2016,2017,2018,2019,2020,2021
2053,Республика Хакасия,средней тяжести,группой лиц по предварительному сговору,46.015,49.845,44.464,37.488,26.766,23.119
2054,Томская область,средней тяжести,группой лиц по предварительному сговору,27.768,33.646,29.955,20.604,22.237,14.201
2055,Амурская область,средней тяжести,группой лиц по предварительному сговору,54.612,64.234,48.971,38.452,32.91,17.395
2056,Еврейская автономная область,средней тяжести,группой лиц по предварительному сговору,30.099,37.146,18.517,31.892,13.266,17.891
2057,Камчатский край,средней тяжести,группой лиц по предварительному сговору,45.237,61.323,47.535,31.456,29.391,22.46
2058,Магаданская область,средней тяжести,группой лиц по предварительному сговору,28.699,30.913,34.006,20.533,14.984,21.577
2059,Приморский край,средней тяжести,группой лиц по предварительному сговору,29.86,27.455,23.418,24.649,16.826,19.224
2060,Республика Саха (Якутия),средней тяжести,группой лиц по предварительному сговору,27.509,24.615,25.717,19.648,14.815,15.886
2061,Сахалинская область,средней тяжести,группой лиц по предварительному сговору,43.506,37.55,37.741,32.677,34.203,29.241
2062,Хабаровский край,средней тяжести,группой лиц по предварительному сговору,40.088,38.701,40.804,33.069,32.836,26.208
2063,Чукотский автономный округ,средней тяжести,группой лиц по предварительному сговору,29.906,20.071,18.238,28.19,5.966,12.115
2064,Российская Федерация,небольшой тяжести,группой лиц по предварительному сговору,1.29,1.237,1.2,1.325,1.395,1.167
2065,Белгородская область,небольшой тяжести,группой лиц по предварительному сговору,0.129,0.902,0.839,0.582,0.581,1.492
2066,Брянская область,небольшой тяжести,группой лиц по предварительному сговору,0.653,0.819,1.652,2.333,1.09,1.015
2067,Владимирская область,небольшой тяжести,группой лиц по предварительному сговору,0.358,1.583,2.394,0.879,0.663,0.671
2068,Воронежская область,небольшой тяжести,группой лиц по предварительному сговору,0.6,0.814,0.343,0.301,0.473,0.564
2069,Ивановская область,небольшой тяжести,группой лиц по предварительному сговору,0.971,1.173,0.394,0.797,1.003,4.458
2070,Калужская область,небольшой тяжести,группой лиц по предварительному сговору,1.882,2.267,3.458,2.477,1.696,1.698
2071,Костромская область,небольшой тяжести,группой лиц по предварительному сговору,0.461,1.697,2.176,1.726,1.579,2.069
2072,Курская область,небольшой тяжести,группой лиц по предварительному сговору,1.518,1.069,0.717,1.536,1.54,0.73
2073,город Москва,небольшой тяжести,группой лиц по предварительному сговору,1.062,0.509,0.648,0.452,0.552,0.79
2074,Московская область,небольшой тяжести,группой лиц по предварительному сговору,0.068,0.094,0.386,0.408,0.377,0.934
2075,Липецкая область,небольшой тяжести,группой лиц по предварительному сговору,0.692,0.605,0.261,0.262,0.263,0.532
2076,Орловская область,небольшой тяжести,группой лиц по предварительному сговору,0.0,1.722,2.007,0.947,1.636,0.828
2077,Рязанская область,небольшой тяжести,группой лиц по предварительному сговору,0.442,0.444,0.446,0.269,0.812,0.091
2078,Смоленская область,небольшой тяжести,группой лиц по предварительному сговору,0.835,2.728,2.423,4.245,2.46,1.954
2079,Тамбовская область,небольшой тяжести,группой лиц по предварительному сговору,0.762,0.288,0.581,1.28,0.993,1.006
2080,Тверская область,небольшой тяжести,группой лиц по предварительному сговору,0.766,0.231,1.246,2.363,1.984,1.686
2081,Тульская область,небольшой тяжести,группой лиц по предварительному сговору,0.266,0.6,0.938,0.338,0.341,0.621
2082,Ярославская область,небольшой тяжести,группой лиц по предварительному сговору,1.808,1.495,0.553,0.397,0.558,0.403
2083,Архангельская область (кроме Ненецкого автономного округа),небольшой тяжести,группой лиц по предварительному сговору,1.946,3.298,1.98,3.726,3.479,3.602
2084,Ненецкий автономный округ (Архангельская область),небольшой тяжести,группой лиц по предварительному сговору,18.249,0.0,0.0,13.69,0.0,0.0
2085,город Санкт-Петербург,небольшой тяжести,группой лиц по предварительному сговору,0.038,0.757,0.729,1.523,1.037,0.594
2086,Ленинградская область,небольшой тяжести,группой лиц по предварительному сговору,0.394,0.558,1.323,1.407,1.386,0.476
2087,Вологодская область,небольшой тяжести,группой лиц по предварительному сговору,3.705,3.125,2.635,2.655,3.878,2.085
2088,Калининградская область,небольшой тяжести,группой лиц по предварительному сговору,0.41,0.507,0.302,0.599,0.691,0.295
2089,Мурманская область,небольшой тяжести,группой лиц по предварительному сговору,3.018,0.792,0.929,0.267,0.27,0.819
2090,Новгородская область,небольшой тяжести,группой лиц по предварительному сговору,1.137,0.49,0.824,1.333,0.671,1.013
2091,Псковская область,небольшой тяжести,группой лиц по предварительному сговору,1.083,1.557,0.314,1.588,0.958,0.645
2092,Республика Карелия,небольшой тяжести,группой лиц по предварительному сговору,3.493,2.551,2.57,1.456,1.791,1.806
2093,Республика Коми,небольшой тяжести,группой лиц по предварительному сговору,2.334,2.116,1.189,2.289,1.341,0.737
2094,Кабардино-Балкарская Республика,небольшой тяжести,группой лиц по предварительному сговору,0.116,0.463,0.808,0.577,1.843,0.575
2095,Карачаево-Черкесская Республика,небольшой тяжести,группой лиц по предварительному сговору,1.283,0.643,1.716,0.215,1.933,0.645
2096,Республика Дагестан,небольшой тяжести,группой лиц по предварительному сговору,0.829,0.657,0.783,0.292,0.868,0.511
2097,Республика Ингушетия,небольшой тяжести,группой лиц по предварительному сговору,0.0,0.416,0.0,2.614,0.394,0.582
2098,Республика Северная Осетия-Алания,небольшой тяжести,группой лиц по предварительному сговору,0.142,0.284,0.0,0.286,0.144,0.577
2099,Ставропольский край,небольшой тяжести,группой лиц по предварительному сговору,0.036,0.178,0.0,0.107,0.071,0.072
2100,Чеченская Республика,небольшой тяжести,группой лиц по предварительному сговору,0.717,0.283,0.278,0.343,0.0,0.0
2101,Астраханская область,небольшой тяжести,группой лиц по предварительному сговору,5.498,1.767,3.833,3.649,2.187,1.904
2102,Волгоградская область,небольшой тяжести,группой лиц по предварительному сговору,2.003,1.223,1.031,1.874,1.887,1.091
2103,город Севастополь,небольшой тяжести,группой лиц по предварительному сговору,1.441,0.233,2.748,0.903,1.781,0.98
2104,Ростовская область,небольшой тяжести,группой лиц по предварительному сговору,1.039,0.874,1.09,1.118,1.334,1.578
2105,Краснодарский край,небольшой тяжести,группой лиц по предварительному сговору,0.762,1.005,0.625,4.338,1.198,0.985
2106,Республика Адыгея (Адыгея),небольшой тяжести,группой лиц по предварительному сговору,0.0,0.221,0.441,0.66,1.943,2.159
2107,Республика Калмыкия,небольшой тяжести,группой лиц по предварительному сговору,1.076,0.36,0.363,0.367,0.369,0.0
2108,Республика Крым,небольшой тяжести,группой лиц по предварительному сговору,0.577,1.151,0.679,1.308,2.771,1.157
2109,Кировская область,небольшой тяжести,группой лиц по предварительному сговору,0.231,0.387,0.623,0.865,0.792,0.64
2110,Нижегородская область,небольшой тяжести,группой лиц по предварительному сговору,1.902,1.016,1.453,1.524,0.999,1.637
2111,Оренбургская область,небольшой тяжести,группой лиц по предварительному сговору,1.654,1.809,1.062,0.866,13.951,1.132
2112,Пензенская область,небольшой тяжести,группой лиц по предварительному сговору,1.26,0.671,0.526,0.379,1.072,1.162
2113,Пермский край,небольшой тяжести,группой лиц по предварительному сговору,2.05,2.47,2.135,1.953,3.232,1.435
2114,Республика Татарстан (Татарстан),небольшой тяжести,группой лиц по предварительному сговору,2.068,2.111,1.258,1.719,2.024,1.541
2115,Республика Башкортостан,небольшой тяжести,группой лиц по предварительному сговору,1.498,0.836,1.009,0.839,1.387,1.246
2116,Республика Марий Эл,небольшой тяжести,группой лиц по предварительному сговору,1.021,0.438,0.44,2.058,0.589,0.444
2117,Республика Мордовия,небольшой тяжести,группой лиц по предварительному сговору,1.115,1.113,1.739,1.383,1.392,1.027
2118,Самарская область,небольшой тяжести,группой лиц по предварительному сговору,0.062,0.281,0.407,0.471,1.069,0.634
2119,Саратовская область,небольшой тяжести,группой лиц по предварительному сговору,0.201,0.161,0.893,1.188,0.578,0.835
2120,Удмуртская Республика,небольшой тяжести,группой лиц по предварительному сговору,0.725,0.725,0.595,0.531,0.533,0.469
2121,Ульяновская область,небольшой тяжести,группой лиц по предварительному сговору,0.239,1.038,0.562,0.404,0.732,0.821
2122,Чувашская Республика - Чувашия,небольшой тяжести,группой лиц по предварительному сговору,1.213,1.133,1.218,0.817,1.15,0.414
2123,Курганская область,небольшой тяжести,группой лиц по предварительному сговору,6.497,4.8,2.602,2.037,2.418,2.077
2124,Свердловская область,небольшой тяжести,группой лиц по предварительному сговору,1.478,2.448,2.428,2.41,2.993,1.865
2125,Тюменская область (без автономных округов),небольшой тяжести,группой лиц по предварительному сговору,1.169,0.744,0.6,0.263,0.65,0.259
2126,Ханты-Мансийский автономный округ - Югра (Тюменская область),небольшой тяжести,группой лиц по предварительному сговору,0.799,0.668,1.269,0.481,1.015,0.533
2127,Ямало-Ненецкий автономный округ (Тюменская область),небольшой тяжести,группой лиц по предварительному сговору,1.872,1.679,2.043,1.293,1.653,1.462
2128,Челябинская область,небольшой тяжести,группой лиц по предварительному сговору,1.8,1.142,1.231,0.777,0.721,0.726
2129,Алтайский край,небольшой тяжести,группой лиц по предварительному сговору,0.799,1.268,1.319,1.072,1.208,1.132
2130,Забайкальский край,небольшой тяжести,группой лиц по предварительному сговору,4.709,6.302,4.288,3.659,3.586,1.804
2131,Иркутская область,небольшой тяжести,группой лиц по предварительному сговору,1.492,2.781,1.248,0.751,0.544,0.463
2132,Кемеровская область - Кузбасс,небольшой тяжести,группой лиц по предварительному сговору,0.405,0.554,1.707,0.598,0.489,0.646
2133,Красноярский край,небольшой тяжести,группой лиц по предварительному сговору,2.372,1.252,1.703,1.705,1.012,1.191
2134,Новосибирская область,небольшой тяжести,группой лиц по предварительному сговору,2.064,1.979,1.542,1.038,0.715,1.113
2135,Омская область,небольшой тяжести,группой лиц по предварительному сговору,0.354,0.659,1.786,0.463,0.571,0.788
2136,Республика Алтай,небольшой тяжести,группой лиц по предварительному сговору,1.394,0.461,2.293,1.371,0.454,1.358
2137,Республика Бурятия,небольшой тяжести,группой лиц по предварительному сговору,2.749,2.54,2.031,2.746,1.623,1.015
2138,Республика Тыва,небольшой тяжести,группой лиц по предварительному сговору,0.317,1.884,1.243,0.616,0.611,0.605
2139,Республика Хакасия,небольшой тяжести,группой лиц по предварительному сговору,3.353,2.79,1.674,0.746,1.872,1.692
2140,Томская область,небольшой тяжести,группой лиц по предварительному сговору,1.672,1.576,0.835,1.021,1.112,0.747
2141,Амурская область,небольшой тяжести,группой лиц по предварительному сговору,1.614,0.873,1.378,1.891,1.266,1.407
2142,Еврейская автономная область,небольшой тяжести,группой лиц по предварительному сговору,0.0,1.218,1.852,0.625,3.79,0.0
2143,Камчатский край,небольшой тяжести,группой лиц по предварительному сговору,10.439,5.401,2.218,4.131,2.875,1.925
2144,Магаданская область,небольшой тяжести,группой лиц по предварительному сговору,5.467,4.809,9.022,1.416,0.714,7.192
2145,Приморский край,небольшой тяжести,группой лиц по предварительному сговору,0.829,1.56,0.941,0.578,1.055,0.533
2146,Республика Саха (Якутия),небольшой тяжести,группой лиц по предварительному сговору,0.313,1.662,2.074,1.344,1.235,1.12
2147,Сахалинская область,небольшой тяжести,группой лиц по предварительному сговору,6.156,2.462,1.836,2.247,2.663,3.501
2148,Хабаровский край,небольшой тяжести,группой лиц по предварительному сговору,1.873,1.95,2.108,2.497,1.064,0.384
2149,Чукотский автономный округ,небольшой тяжести,группой лиц по предварительному сговору,0.0,0.0,2.026,0.0,1.989,0.0
2150,Российская Федерация,Всего,организованной группой,7.633,8.266,9.357,9.979,10.482,13.46
2151,Белгородская область,Всего,организованной группой,10.128,4.765,4.452,3.037,1.678,8.5
2152,Брянская область,Всего,организованной группой,7.424,6.964,8.175,8.165,10.482,14.712
2153,Владимирская область,Всего,организованной группой,7.3,1.655,1.596,2.709,2.429,2.235
2154,Воронежская область,Всего,организованной группой,2.914,2.184,4.071,3.222,4.991,2.385
2155,Ивановская область,Всего,организованной группой,8.351,2.834,0.887,9.958,9.628,6.079
2156,Калужская область,Всего,организованной группой,7.824,24.05,35.666,63.207,60.245,67.534
2157,Костромская область,Всего,организованной группой,10.899,2.623,1.865,1.883,2.368,4.456
2158,Курская область,Всего,организованной группой,2.5,3.028,4.125,1.626,3.985,2.28
2159,город Москва,Всего,организованной группой,24.014,23.391,30.376,35.925,36.275,37.171
2160,Московская область,Всего,организованной группой,4.4,4.782,5.011,5.934,6.254,7.018
2161,Липецкая область,Всего,организованной группой,3.806,4.584,3.565,2.01,2.457,4.964
2162,Орловская область,Всего,организованной группой,2.764,5.432,2.141,1.623,2.727,6.624
2163,Рязанская область,Всего,организованной группой,2.655,4.171,3.032,1.975,1.082,3.551
2164,Смоленская область,Всего,организованной группой,2.191,1.049,1.58,1.38,6.953,2.388
2165,Тамбовская область,Всего,организованной группой,4.57,1.922,2.999,6.595,2.98,7.643
2166,Тверская область,Всего,организованной группой,5.672,6.246,4.362,6.301,2.777,17.662
2167,Тульская область,Всего,организованной группой,2.987,6.669,4.29,6.154,11.868,5.107
2168,Ярославская область,Всего,организованной группой,5.818,2.518,3.239,11.75,6.622,9.102
2169,Архангельская область (кроме Ненецкого автономного округа),Всего,организованной группой,7.432,6.329,4.5,1.999,4.943,6.835
2170,Ненецкий автономный округ (Архангельская область),Всего,организованной группой,2.281,0.0,0.0,0.0,0.0,11.264
2171,город Санкт-Петербург,Всего,организованной группой,5.033,5.756,6.11,6.631,6.947,23.661
2172,Ленинградская область,Всего,организованной группой,4.947,4.799,8.546,4.546,1.386,10.197
2173,Вологодская область,Всего,организованной группой,4.968,3.463,3.994,4.196,2.671,3.91
2174,Калининградская область,Всего,организованной группой,1.127,0.71,1.508,0.798,2.37,4.418
2175,Мурманская область,Всего,организованной группой,2.362,3.168,4.379,1.203,2.967,4.23
2176,Новгородская область,Всего,организованной группой,10.07,10.612,1.484,19.99,15.255,37.305
2177,Псковская область,Всего,организованной группой,2.785,5.917,0.943,5.241,19.964,145.748
2178,Республика Карелия,Всего,организованной группой,3.81,4.306,5.623,8.575,15.796,31.688
2179,Республика Коми,Всего,организованной группой,5.719,10.699,11.298,8.07,19.501,14.381
2180,Кабардино-Балкарская Республика,Всего,организованной группой,12.989,11.568,4.504,6.119,4.952,3.682
2181,Карачаево-Черкесская Республика,Всего,организованной группой,6.627,4.288,4.718,9.021,16.54,21.274
2182,Республика Дагестан,Всего,организованной группой,15.353,14.202,8.976,4.569,5.883,6.383
2183,Республика Ингушетия,Всего,организованной группой,5.076,4.995,6.762,2.212,2.367,1.552
2184,Республика Северная Осетия-Алания,Всего,организованной группой,0.995,5.546,10.545,5.72,5.74,5.483
2185,Ставропольский край,Всего,организованной группой,6.532,9.735,3.285,8.658,7.455,25.244
2186,Чеченская Республика,Всего,организованной группой,6.384,7.845,3.619,2.059,2.029,3.138
2187,Астраханская область,Всего,организованной группой,4.025,5.398,5.897,8.678,7.954,8.218
2188,Волгоградская область,Всего,организованной группой,4.399,7.179,2.856,5.264,4.737,4.001
2189,город Севастополь,Всего,организованной группой,4.084,4.431,8.015,5.189,2.449,6.079
2190,Ростовская область,Всего,организованной группой,3.163,3.498,1.469,4.379,2.382,2.75
2191,Краснодарский край,Всего,организованной группой,3.246,3.788,4.908,1.948,2.625,6.369
2192,Республика Адыгея (Адыгея),Всего,организованной группой,9.524,1.544,2.867,12.095,10.581,7.773
2193,Республика Калмыкия,Всего,организованной группой,3.588,0.72,0.363,5.502,6.639,25.927
2194,Республика Крым,Всего,организованной группой,2.517,2.719,4.076,3.661,5.542,9.203
2195,Кировская область,Всего,организованной группой,1.696,2.555,16.443,7.075,6.099,6.559
2196,Нижегородская область,Всего,организованной группой,2.73,3.756,4.977,3.329,7.556,7.65
2197,Оренбургская область,Всего,организованной группой,11.731,33.374,23.209,25.42,22.69,8.75
2198,Пензенская область,Всего,организованной группой,2.076,0.671,1.126,9.635,3.447,8.211
2199,Пермский край,Всего,организованной группой,9.414,6.117,6.595,12.448,13.773,14.849
2200,Республика Татарстан (Татарстан),Всего,организованной группой,10.882,6.769,8.577,4.797,5.022,11.453
2201,Республика Башкортостан,Всего,организованной группой,3.242,3.147,2.978,4.295,4.185,6.029
2202,Республика Марий Эл,Всего,организованной группой,2.041,16.212,9.38,8.084,3.532,8.44
2203,Республика Мордовия,Всего,организованной группой,3.839,2.968,3.726,1.257,37.586,14.763
2204,Самарская область,Всего,организованной группой,3.774,7.21,7.077,5.529,7.517,5.168
2205,Саратовская область,Всего,организованной группой,8.281,7.18,7.674,5.121,2.932,8.643
2206,Удмуртская Республика,Всего,организованной группой,4.746,1.978,9.848,8.757,17.189,41.785
2207,Ульяновская область,Всего,организованной группой,3.578,3.672,6.016,3.472,11.302,1.642
2208,Чувашская Республика - Чувашия,Всего,организованной группой,7.601,11.409,20.55,36.211,41.057,24.754
2209,Курганская область,Всего,организованной группой,10.326,12.411,10.526,10.303,36.148,12.094
2210,Свердловская область,Всего,организованной группой,3.441,5.382,6.45,6.696,5.405,4.126
2211,Тюменская область (без автономных округов),Всего,организованной группой,4.194,3.857,5.338,8.428,1.041,3.564
2212,Ханты-Мансийский автономный округ - Югра (Тюменская область),Всего,организованной группой,2.766,4.192,6.586,8.595,7.345,8.059
2213,Ямало-Ненецкий автономный округ (Тюменская область),Всего,организованной группой,3.745,1.679,7.056,7.387,3.306,20.658
2214,Челябинская область,Всего,организованной группой,6.57,20.672,22.731,19.535,11.424,16.208
2215,Алтайский край,Всего,организованной группой,3.955,6.129,1.064,3.301,3.755,3.614
2216,Забайкальский край,Всего,организованной группой,25.115,17.053,13.796,20.173,8.87,20.883
2217,Иркутская область,Всего,организованной группой,5.761,7.763,7.279,3.67,8.155,8.295
2218,Кемеровская область - Кузбасс,Всего,организованной группой,3.128,1.772,3.006,2.655,3.386,4.101
2219,Красноярский край,Всего,организованной группой,6.838,6.886,11.368,10.891,10.885,11.695
2220,Новосибирская область,Всего,организованной группой,7.675,9.354,11.51,7.41,9.292,16.117
2221,Омская область,Всего,организованной группой,10.109,11.862,22.703,7.767,5.398,9.455
2222,Республика Алтай,Всего,организованной группой,1.859,4.147,7.337,0.0,4.542,2.263
2223,Республика Бурятия,Всего,организованной группой,11.911,9.653,13.001,6.0,11.765,15.222
2224,Республика Тыва,Всего,организованной группой,4.435,4.395,1.865,3.082,1.833,16.043
2225,Республика Хакасия,Всего,организованной группой,0.745,2.046,3.535,2.052,4.305,4.511
2226,Томская область,Всего,организованной группой,3.622,4.449,3.06,4.362,4.169,5.886
2227,Амурская область,Всего,организованной группой,2.731,1.871,2.004,3.404,7.215,4.86
2228,Еврейская автономная область,Всего,организованной группой,10.234,0.609,2.469,1.876,1.895,1.917
2229,Камчатский край,Всего,организованной группой,7.908,1.271,3.486,5.084,7.028,4.813
2230,Магаданская область,Всего,организованной группой,7.516,0.687,0.0,12.745,17.125,7.912
2231,Приморский край,Всего,организованной группой,9.642,7.228,4.182,6.412,3.692,7.029
2232,Республика Саха (Якутия),Всего,организованной группой,4.481,3.843,6.118,15.098,13.58,15.377
2233,Сахалинская область,Всего,организованной группой,10.261,9.029,4.08,3.676,10.65,7.619
2234,Хабаровский край,Всего,организованной группой,9.292,6.525,6.474,6.13,13.073,7.301
2235,Чукотский автономный округ,Всего,организованной группой,0.0,0.0,0.0,0.0,0.0,0.0
2236,Российская Федерация,особо тяжких,организованной группой,2.935,3.284,3.849,3.859,4.115,5.517
2237,Белгородская область,особо тяжких,организованной группой,3.355,4.315,3.355,2.585,1.033,7.98
2238,Брянская область,особо тяжких,организованной группой,4.324,6.227,6.854,6.666,9.224,9.724
2239,Владимирская область,особо тяжких,организованной группой,5.368,0.432,0.435,2.636,1.767,2.012
2240,Воронежская область,особо тяжких,организованной группой,1.543,1.113,1.5,1.761,2.323,1.431
2241,Ивановская область,особо тяжких,организованной группой,3.593,0.586,0.788,9.56,2.507,4.964
2242,Калужская область,особо тяжких,организованной группой,4.456,21.684,32.406,50.427,55.258,65.436
2243,Костромская область,особо тяжких,организованной группой,9.824,2.469,0.0,0.785,2.052,1.432
2244,Курская область,особо тяжких,организованной группой,0.714,1.781,2.869,1.445,1.087,1.733
2245,город Москва,особо тяжких,организованной группой,3.293,3.021,2.239,1.998,1.238,1.351
2246,Московская область,особо тяжких,организованной группой,2.487,2.115,1.839,1.724,1.313,1.803
2247,Липецкая область,особо тяжких,организованной группой,2.422,1.643,2.434,1.311,1.755,2.127
2248,Орловская область,особо тяжких,организованной группой,2.369,2.517,2.007,0.947,1.5,4.416
2249,Рязанская область,особо тяжких,организованной группой,1.593,2.84,0.624,0.539,0.812,2.367
2250,Смоленская область,особо тяжких,организованной группой,0.522,0.629,0.105,0.743,4.493,1.411
2251,Тамбовская область,особо тяжких,организованной группой,3.142,0.961,1.548,5.709,1.192,6.536
2252,Тверская область,особо тяжких,организованной группой,2.453,1.311,1.402,3.938,2.301,2.248
2253,Тульская область,особо тяжких,организованной группой,1.726,3.135,2.279,5.815,8.526,4.209
2254,Ярославская область,особо тяжких,организованной группой,4.875,1.495,1.343,8.971,3.351,3.464
2255,Архангельская область (кроме Ненецкого автономного округа),особо тяжких,организованной группой,6.282,1.783,1.62,0.909,4.211,1.57
2256,Ненецкий автономный округ (Архангельская область),особо тяжких,организованной группой,0.0,0.0,0.0,0.0,0.0,9.011
2257,город Санкт-Петербург,особо тяжких,организованной группой,1.473,2.632,2.504,2.972,3.649,19.0
2258,Ленинградская область,особо тяжких,организованной группой,1.911,2.679,7.277,2.435,0.64,6.34
2259,Вологодская область,особо тяжких,организованной группой,1.937,0.169,2.21,1.113,0.948,1.911
2260,Калининградская область,особо тяжких,организованной группой,1.127,0.406,1.408,0.698,2.074,4.123
2261,Мурманская область,особо тяжких,организованной группой,2.23,1.452,0.265,0.535,1.753,2.183
2262,Новгородская область,особо тяжких,организованной группой,6.984,2.612,0.824,1.666,14.585,32.241
2263,Псковская область,особо тяжких,организованной группой,1.547,4.049,0.314,0.0,17.249,144.458
2264,Республика Карелия,особо тяжких,организованной группой,3.016,2.392,3.695,6.31,7.003,15.926
2265,Республика Коми,особо тяжких,организованной группой,5.018,8.348,6.422,6.745,14.869,14.135
2266,Кабардино-Балкарская Республика,особо тяжких,организованной группой,2.435,5.09,1.848,3.579,1.727,1.035
2267,Карачаево-Черкесская Республика,особо тяжких,организованной группой,4.489,4.288,3.86,3.651,15.251,1.719
2268,Республика Дагестан,особо тяжких,организованной группой,6.499,10.881,6.169,1.879,3.857,3.064
2269,Республика Ингушетия,особо тяжких,организованной группой,1.481,1.457,3.278,1.407,1.183,0.582
2270,Республика Северная Осетия-Алания,особо тяжких,организованной группой,0.853,2.702,2.28,0.715,1.435,2.308
2271,Ставропольский край,особо тяжких,организованной группой,3.177,1.89,0.964,1.431,1.569,2.077
2272,Чеченская Республика,особо тяжких,организованной группой,1.363,6.997,3.062,0.892,1.15,1.936
2273,Астраханская область,особо тяжких,организованной группой,2.16,1.57,2.162,0.888,2.684,3.207
2274,Волгоградская область,особо тяжких,организованной группой,2.514,1.499,1.269,1.316,1.927,2.708
2275,город Севастополь,особо тяжких,организованной группой,1.441,1.866,4.122,2.031,1.781,5.294
2276,Ростовская область,особо тяжких,организованной группой,1.416,0.969,0.64,1.832,1.477,1.028
2277,Краснодарский край,особо тяжких,организованной группой,0.871,0.718,0.785,0.637,0.916,0.88
2278,Республика Адыгея (Адыгея),особо тяжких,организованной группой,5.537,0.441,1.323,0.66,5.614,4.966
2279,Республика Калмыкия,особо тяжких,организованной группой,0.0,0.0,0.0,0.367,4.057,11.482
2280,Республика Крым,особо тяжких,организованной группой,1.521,0.994,2.247,2.563,1.778,3.681
2281,Кировская область,особо тяжких,организованной группой,0.694,1.858,15.352,2.909,5.703,5.759
2282,Нижегородская область,особо тяжких,организованной группой,2.086,0.523,3.71,1.618,3.871,3.967
2283,Оренбургская область,особо тяжких,организованной группой,5.665,32.318,20.175,21.396,20.288,4.89
2284,Пензенская область,особо тяжких,организованной группой,1.26,0.447,0.901,0.835,1.302,1.859
2285,Пермский край,особо тяжких,организованной группой,5.162,2.052,2.935,10.112,11.157,12.019
2286,Республика Татарстан (Татарстан),особо тяжких,организованной группой,5.092,3.732,2.362,2.745,1.794,3.287
2287,Республика Башкортостан,особо тяжких,организованной группой,1.793,1.229,1.009,1.827,1.511,2.168
2288,Республика Марий Эл,особо тяжких,организованной группой,1.166,0.876,3.371,4.115,2.649,5.627
2289,Республика Мордовия,особо тяжких,организованной группой,1.858,1.36,2.484,0.0,32.903,13.479
2290,Самарская область,особо тяжких,организованной группой,1.684,0.936,5.95,3.801,1.447,3.139
2291,Саратовская область,особо тяжких,организованной группой,1.769,1.533,2.923,2.376,1.982,3.298
2292,Удмуртская Республика,особо тяжких,организованной группой,2.966,0.791,4.825,6.767,2.532,2.344
2293,Ульяновская область,особо тяжких,организованной группой,2.147,0.878,2.487,0.323,2.195,0.328
2294,Чувашская Республика - Чувашия,особо тяжких,организованной группой,2.749,9.224,18.682,27.383,33.01,12.667
2295,Курганская область,особо тяжких,организованной группой,3.481,1.639,7.451,7.068,27.201,6.841
2296,Свердловская область,особо тяжких,организованной группой,2.148,1.986,2.52,2.317,2.714,1.772
2297,Тюменская область (без автономных округов),особо тяжких,организованной группой,2.544,0.812,0.667,2.897,0.781,0.194
2298,Ханты-Мансийский автономный округ - Югра (Тюменская область),особо тяжких,организованной группой,2.52,3.524,4.834,7.874,4.299,6.814
2299,Ямало-Ненецкий автономный округ (Тюменская область),особо тяжких,организованной группой,3.183,1.679,6.87,6.094,3.122,1.097
2300,Челябинская область,особо тяжких,организованной группой,3.913,17.017,18.637,14.414,6.751,11.967
2301,Алтайский край,особо тяжких,организованной группой,1.893,3.044,0.468,1.072,1.899,1.263
2302,Забайкальский край,особо тяжких,организованной группой,9.234,2.966,4.008,6.38,2.076,14.903
2303,Иркутская область,особо тяжких,организованной группой,1.699,0.955,2.08,1.376,1.756,2.568
2304,Кемеровская область - Кузбасс,особо тяжких,организованной группой,1.509,1.034,1.336,1.084,1.43,0.873
2305,Красноярский край,особо тяжких,организованной группой,5.826,3.339,5.91,3.688,5.478,5.112
2306,Новосибирская область,особо тяжких,организованной группой,2.064,2.842,2.367,1.575,1.251,2.872
2307,Омская область,особо тяжких,организованной группой,1.365,1.47,4.388,0.874,1.557,0.998
2308,Республика Алтай,особо тяжких,организованной группой,1.859,2.765,3.21,0.0,0.454,1.358
2309,Республика Бурятия,особо тяжких,организованной группой,3.869,1.524,2.031,2.034,5.173,8.93
2310,Республика Тыва,особо тяжких,организованной группой,2.851,0.314,1.243,2.158,0.305,2.724
2311,Республика Хакасия,особо тяжких,организованной группой,0.373,1.674,2.605,1.679,3.931,4.323
2312,Томская область,особо тяжких,организованной группой,0.371,1.946,1.02,0.278,1.482,0.561
2313,Амурская область,особо тяжких,организованной группой,2.731,1.123,1.628,1.513,3.544,4.604
2314,Еврейская автономная область,особо тяжких,организованной группой,4.214,0.0,1.234,0.625,1.263,0.639
2315,Камчатский край,особо тяжких,организованной группой,7.276,0.635,0.317,1.906,4.792,2.888
2316,Магаданская область,особо тяжких,организованной группой,6.833,0.687,0.0,12.037,15.698,5.035
2317,Приморский край,особо тяжких,организованной группой,4.977,0.988,1.411,3.311,0.422,2.716
2318,Республика Саха (Якутия),особо тяжких,организованной группой,2.397,2.181,3.111,4.24,5.864,6.721
2319,Сахалинская область,особо тяжких,организованной группой,3.283,3.078,3.672,3.063,9.012,5.972
2320,Хабаровский край,особо тяжких,организованной группой,2.623,2.55,1.054,2.422,3.724,2.997
2321,Чукотский автономный округ,особо тяжких,организованной группой,0.0,0.0,0.0,0.0,0.0,0.0
2322,Российская Федерация,тяжких,организованной группой,4.39,4.755,5.179,5.769,5.854,7.486
2323,Белгородская область,тяжких,организованной группой,6.774,0.386,1.097,0.388,0.452,0.519
2324,Брянская область,тяжких,организованной группой,3.019,0.655,1.156,1.416,1.09,4.481
